id,text,user,created_at,coding
1.85495e+18,"Three new Mpox cases confirmed in Kenya, national tally rises to 17 https://t.co/ZZizrheSor",MOH_Kenya,Fri Nov 08 18:01:33 +0000 2024,"safe, uses verifiable information"
1.85496e+18,"Three new Mpox cases reported, total rises to 17
https://t.co/sNubQQsbg5 https://t.co/nu87ABZ36a",StandardKenya,Fri Nov 08 18:37:03 +0000 2024,"safe, uses verifiable information"
1.85497e+18,"VIDEO: @MinofHealthUG in collaboration with partner organizations has intensified efforts to raise awareness about the Mpox outbreak in schools and communities that erupted in the country three months ago.

@MugenyiHenry_ 

#NBSLiveAt9 #NBSUpdates https://t.co/PWFrFTsZYV",nbstv,Fri Nov 08 19:14:23 +0000 2024,"safe, uses verifiable information"
1.85579e+18,"The World Health Organisation and the Africa Centre for Disease Control and Prevention experts have decided to provide guidance for the development of targeted Mpox vaccine preparedness and deployment plans, to ensure available doses are used efficiently.

https://t.co/e7BPeRMKoq",MobilePunch,Mon Nov 11 01:53:22 +0000 2024,"safe, uses official information"
1.85585e+18,MPOX - My Part Of X,Dave_9000ish,Mon Nov 11 05:43:33 +0000 2024,deleted
1.85585e+18,"Physical touch is a love language but Mpox spreads easily through touch/contact. 
Limit physical touch and protect yourself and your loved ones #MOHatWork https://t.co/ryKlWKqxMF",MinofHealthUG,Mon Nov 11 06:02:29 +0000 2024,"safe, uses official information"
1.85587e+18,"Attention, everyone! I have Monkeypox. I have joined the Monkey Part Of X",slurplebrained,Mon Nov 11 06:56:56 +0000 2024,"safe, satire"
1.85589e+18,"Noticing a troubling trend in Kenya: recurring yearly epidemics like cholera,malaria, measles dengue, alongside emerging threats like Mpox , COVID-19 and looming threat of Marburg.Our geographic position and proximity to neighboring outbreak zones is  continuously heightening",mbiti_mwondi,Mon Nov 11 08:46:16 +0000 2024,"safe, reaction"
1.8559e+18,WHO to convene emergency meeting on mpox on Nov. 22 https://t.co/elU2Hnvgiy https://t.co/O0Lo3q7mXH,Reuters,Mon Nov 11 08:50:05 +0000 2024,"safe, uses official information"
1.85591e+18,"🚨W.H.O. TO HOLD MPOX EMERGENCY MEETING 

The World Health Organization’s Emergency Committee will meet next week to assess whether Mpox still qualifies as a global health crisis. 

Since August, when a new strain emerged in Africa, cases have surged to nearly 47,000 with over https://t.co/IKupAZAa3e",MarioNawfal,Mon Nov 11 10:04:50 +0000 2024,"safe, uses verifiable information"
1.85593e+18,"Scientists Warn of Rapidly Diverging Mpox Strains Driven by Recombinant Events and Evolution

https://t.co/GGF1Xwhp6V

#Mpox #Monkeypox #News #Recombinant #Strains #America #UnitedStates #USA #California #Canada #Europe #Britain #France #Germany #Africa #Spain #Thailand #Pattaya",ThailandMedicaX,Mon Nov 11 10:47:37 +0000 2024,"potentially misleading, unverifiable source"
1.85594e+18,"Medical News in Brief: WHO Approves 3 Mpox Tests Amid Surging Cases in Africa 

https://t.co/qLHHCk94de https://t.co/YSzwV6RTs8",JAMA_current,Mon Nov 11 12:00:02 +0000 2024,"safe, uses official information"
1.85594e+18,"""To break the cycle of conflict and disease, a coordinated approach that centres human rights protections with health interventions is urgently needed...""

New Comment—Addressing transnational exploitation and armed conflict in the response to mpox: https://t.co/HNDVG9ZXoH",TheLancet,Mon Nov 11 12:03:00 +0000 2024,"safe, uses verifiable information"
1.85598e+18,WHO says mpox cases in Congo's epicenter where the new variant was detected may be 'plateauing' https://t.co/yZaJXIgoBA,AP,Mon Nov 11 14:05:21 +0000 2024,"safe, uses official information"
1.85598e+18,"WHO to Convene Emergency Meeting on Mpox on Nov. 22
https://t.co/uRUXhmdYNQ",equitylist,Mon Nov 11 14:28:48 +0000 2024,"safe, uses verifiable information"
1.85599e+18,"Read the remarkable story of Vainqueur, a 3-year-old boy who beat #mpox after 10 days of treatment at the Goma General Referral Hospital in the #DRC 🇨🇩.

https://t.co/IMZcMDO7sG",WHOAFRO,Mon Nov 11 14:57:56 +0000 2024,"safe, uses official information"
1.856e+18,"Monkeypox: Comprehensive Guide to Causes, Symptoms, Prevention, and Treatment.

https://t.co/O1f6aaMzWm

#Monkeypox
#Mpox
#ViralOutbreaks
#ZoonoticDiseases
#GlobalHealth
#InfectiousDisease
#DiseasePrevention
#HealthAwareness https://t.co/rlsqdBV2Sp",healthWellR,Mon Nov 11 16:02:04 +0000 2024,"potentially misleading, unverifiable source"
1.85602e+18,"Where is Care-A-Van this week?! You may be able to get a COVID-19, Mpox, flu, childhood vaccines, or a blood glucose and blood pressure screenings. Please register in advance if you can: https://t.co/G1uhLmQcRm https://t.co/rOb4wsb8Yf",WADeptHealth,Mon Nov 11 17:03:07 +0000 2024,"safe, uses verifiable information"
1.85602e+18,Long Monkeypox on the Internet is unstoppable,Adventure_Nero,Mon Nov 11 17:06:04 +0000 2024,unrelated
1.85602e+18,"The World Health Organization will convene a meeting of its Emergency Committee next week to determine whether mpox remains a global health crisis, it said in a statement on Monday. https://t.co/ruHLzXGTAT https://t.co/ruHLzXGTAT",Reuters_Health,Mon Nov 11 17:15:03 +0000 2024,"safe, uses official information"
1.85604e+18,I have noticed this as well-- have had about 2k followers drop off since last week. I will continue tweeting here on infectious diseases. #H5N1 #mpox #Marburg #Covid19,AbraarKaran,Mon Nov 11 18:30:29 +0000 2024,unrelated
1.85604e+18,"Mpox cases in the region of Congo where a new and more infectious strain was first detected appear to be ""plateauing,"" the World Health Organization says. 

READ MORE: https://t.co/VqpfyKn0JO
https://t.co/VqpfyKn0JO",globalnews,Mon Nov 11 18:42:40 +0000 2024,"safe, uses official information"
1.85605e+18,Mpox: Experts identify bushmeat trade as key factor https://t.co/CtBIHkat2V,PremiumTimesng,Mon Nov 11 18:53:09 +0000 2024,"safe, uses verifiable information"
1.85606e+18,"Time to check in with President Elect Trump &amp; his views on The Bill Gates funded World Health Organisation.

Big Pharma must be crying all over their stockpiles of useless Covid, Mpox &amp; Bird Flu Vaccines

Fake over Psychopaths https://t.co/dei71etj0Y",BGatesIsaPyscho,Mon Nov 11 19:24:51 +0000 2024,"harmful, pharma fear mongering, unrelated trump quote, vaccine fear mongering"
1.85607e+18,$VRAX starter 2.28 incase they come for Monkeypox stocks like $GOVX today!,Maximus_Holla,Mon Nov 11 20:34:38 +0000 2024,unrelated
1.85609e+18,"WHO: mpox plateaus in a DRC hot spot, rises in other African countries

Meanwhile, Uganda’s outbreak is rapidly expanding, mostly involving intimate close-contact spread and among sexual networks.

https://t.co/EmvE7EtQrP

Photo: NIAID/Flickr cc https://t.co/Ri22X1IBM1",CIDRAP,Mon Nov 11 21:22:42 +0000 2024,"potentially misleading, anti lgbtq+ fear mongering"
1.8561e+18,"The World Health Organization said mpox cases in the region of Congo where a new and more infectious variant was first detected appear to be ""plateauing,"" even as the virus continues to increase in other regions of the country, as well as in Burundi... https://t.co/WlKSo5HqPv",WashTimes,Mon Nov 11 22:22:54 +0000 2024,"safe, uses official information"
1.85508e+18,"Great to see this trial for #Brincidofovir for #mpox in #DRC. 

Will be interesting to see what the endpoints to the study are and how well it’s tolerated since it can cause GI symptoms and elevated LFTs.",KrutikaKuppalli,Sat Nov 09 02:49:24 +0000 2024,"safe, uses verifiable information"
1.8552e+18,"Three new Mpox cases reported, total rises to 17
https://t.co/WRoEtXZFX4 https://t.co/h2u4AyMerm",StandardKenya,Sat Nov 09 10:45:13 +0000 2024,"safe, uses verifiable information"
1.85524e+18,".@WHO: Multi-country outbreak of #mpox, External situation report #42- 9 November 2024 

https://t.co/dTSJqrQQIQ https://t.co/5axiAh2cPB",greg_folkers,Sat Nov 09 13:07:40 +0000 2024,"safe, uses official information"
1.85525e+18,"U-Report DRC has marked a major milestone, reaching over 8M U-Reporters. 
  
From raising awareness on mpox to leading climate action to tackling misinformation, these young people are driving change. 
  
@UNICEF is committed to partnering with youth to transform the world. https://t.co/8OnL2D5LBq",unicefchief,Sat Nov 09 14:09:05 +0000 2024,"safe, uses verifiable information"
1.85529e+18,Monkeypox didn’t take off quite like it was supposed to lolol,stretchreturned,Sat Nov 09 16:33:57 +0000 2024,"safe, reaction"
1.85532e+18,"Mpox patients have quite often faced stigmatization in their communities. 

However, health workers at Lwampanga Treatment Unit are providing hope to patients and Mpox survivors through psychosocial support.

@MugenyiHenry_ 

#NBSLiveAt9 #NBSUpdates https://t.co/tSSoiFfFve",nbstv,Sat Nov 09 18:25:42 +0000 2024,"safe, uses verifiable information"
1.8554e+18,"There is still MPOX in the Philippines but the spread seems slow. 

This is because WE  are working to protect each other. 

Thank you the communities involved. 

Let's stay vigilant. 💪🏽",theskinsensei,Sat Nov 09 23:53:15 +0000 2024,"safe, uses verifiable information"
