id,text,user,created_at,coding
1824122118306439497,BREAKING: UK preparing after mpox declared global emergency - as Sweden records first case https://t.co/CBBzUYSFdP,SkyNews,Thu Aug 15 16:32:58 +0000 2024,safe uses official information
1856667312570388787,Morocco's First Homegrown PCR Test for mpox Gets Africa CDC Nod – Africa CDC https://t.co/0K6Mfnx9bx,ImaneOuaadil,Wed Nov 13 11:55:57 +0000 2024,safe uses verifiable information
1856787926627008777,"Russia has claimed that there is an increased interest from African and ex-Soviet countries in its mpox vaccine, Orthopoxvac https://t.co/4BbDkAE49S",ARISEtv,Wed Nov 13 19:55:13 +0000 2024,safe uses verifiable information
1824580976212652502,"BREAKING 🚨

The World Health Organization has reportedly instructed governments to prepare for lockdowns due to monkeypox. 

👀",iAnonPatriot,Fri Aug 16 22:56:18 +0000 2024,harmful false claims
1856706116824027174,"Russia says African, ex-Soviet countries interested in its mpox vaccine https://t.co/kmhlsPBmNV https://t.co/gWXBgtGFQk",ReutersAfrica,Wed Nov 13 14:30:08 +0000 2024,safe uses official information
1856633113792643144,Mpox vaccination shortage delays Kinshasa's drive against outbreak https://t.co/TaHQq8pnDE https://t.co/56zqtoAuvH,ReutersAfrica,Wed Nov 13 09:40:03 +0000 2024,safe uses official information
1854965708242743347,"VIDEO: @MinofHealthUG in collaboration with partner organizations has intensified efforts to raise awareness about the Mpox outbreak in schools and communities that erupted in the country three months ago.

@MugenyiHenry_ 

#NBSLiveAt9 #NBSUpdates https://t.co/PWFrFTsZYV",nbstv,Fri Nov 08 19:14:23 +0000 2024,safe uses verifiable information
1856020581000360189,Long Monkeypox on the Internet is unstoppable,Adventure_Nero,Mon Nov 11 17:06:04 +0000 2024,unrelated
1823773183326961977,"*WORLD HEALTH ORGANIZATION DECLARES MPOX INTERNATIONAL EMERGENCY

They can't even come up with a new script",zerohedge,Wed Aug 14 17:26:25 +0000 2024,potentially misleading questions authenticity of news
1856351732403408923,"WHO is collaborating with the National HIV/AIDS Control Programme in the DRC to support the #mpox response and reach at-risk groups. 
Through technical and financial assistance, ongoing mpox outbreaks are tackled through an innovative peer-learning initiative. https://t.co/9ejhT4ymiT",WHOAFRO,Tue Nov 12 15:01:57 +0000 2024,safe uses official information
1823892483367166159,"Guys, I just tested positive for Covid, Mpox, HIV, Flu, Bird Flu, Measles, Black Death plague, and Disease X. What should I do??",FiveTimesAugust,Thu Aug 15 01:20:28 +0000 2024,safe satire
1856521911510974531,"Want to fight for robust *public* health in America? 2 things you can do now

1. Join a mask bloc in your area

2. Find out which groups in your area have done Covid 19, monkeypox &amp;/or flu vaccine clinics &amp; community deliver—and join them

These will be your peeps going forward",thrasherxy,Wed Nov 13 02:18:10 +0000 2024,safe reaction
1827866769362387326,And Monkeypox.,catturd2,Mon Aug 26 00:32:52 +0000 2024,unrelated
1856441690774544766,"MAX ENGAGE! 👇 👀

TACO TUESDAY! 🌮🍺
POLITIFI UPDATES 🇺🇸
US SENATE / CABINET UPDATES

Topics! 📖
🔶 CRYPTO ALPHA
🔷 BULL RUN PLAN
🔷 TRUMP ELECTION UPDATES
🔶 MPOX $POX / CRYPTO
Co-Hosts: @BohicaNotes @NickMeta_ @JosemetaFL 

https://t.co/DsUcNmc47k",Koorahmeta,Tue Nov 12 20:59:24 +0000 2024,crypto
1824884650256306307,"Clade I MPOX is much more dangerous and transmissible this time around. Unlike Clade II, Clade I can spread without sexual contact, making it much easier to transmit through skin-to-skin contact. 

It is significantly more dangerous and contagious.",Monkeypoxtally,Sat Aug 17 19:02:59 +0000 2024,safe uses verifiable information
1823766314466369604,"WHO uznała Mpox za stan zagrożenia zdrowia publicznego w Afryce.

I już tylko kroczek do ogólnoświatowego przekrętu.  

Czy to nie była pedalska choroba?

https://t.co/lOya3QJNvM",CzeKuku2,Wed Aug 14 16:59:07 +0000 2024,not english
1823781898910621869,"🔴🤔 Mpox (Monkeypox), l’Oms dichiara l’emergenza sanitaria internazionale.",dottorbarbieri,Wed Aug 14 18:01:03 +0000 2024,not english
1823834036168773760,"Mpox é a doença causada por monkeypox virus (MPXV), que pertence ao mesmo gênero que a varíola humana. Ficou conhecido como varíola dos macacos/símia, mas o nome foi mudado para não gerar um entendimento errado que apenas macacos podem transmitir a doença
https://t.co/54HMEmJ9v6",mellziland,Wed Aug 14 21:28:14 +0000 2024,not english
1823777003360981069,"5) Mpox, formerly known as monkeypox, is a viral disease that can spread easily between people and from infected animals. It can spread through close contact such as touching, kissing or sex, as well as through contaminated materials like sheets, clothing and needles, according",DrEricDing,Wed Aug 14 17:41:36 +0000 2024,safe uses verifiable information
1856834489659658592,Gay men have been cautious about mpox. Will a second Donald Trump term set them back? https://t.co/VOkesIYR82,TheAdvocateMag,Wed Nov 13 23:00:15 +0000 2024,safe uses official information
1856489659414589477,"This week, @AfricaCDC announced that it is allocating 899,000 vaccines to 9 countries to combat the outbreak of mpox. 

This update and more from our mpox vaccine donation tracker: https://t.co/mdlbcXf1ww",ThinkGlobalHlth,Wed Nov 13 00:10:01 +0000 2024,safe uses official information
1856170341107638731,"WHO says mpox cases in Congo's epicenter where the new variant was detected may be 'plateauing'
https://t.co/55Rr2kE2wW",CP24,Tue Nov 12 03:01:09 +0000 2024,safe uses official information
1856019838168182935,"Where is Care-A-Van this week?! You may be able to get a COVID-19, Mpox, flu, childhood vaccines, or a blood glucose and blood pressure screenings. Please register in advance if you can: https://t.co/G1uhLmQcRm https://t.co/rOb4wsb8Yf",WADeptHealth,Mon Nov 11 17:03:07 +0000 2024,safe uses verifiable information
1856047529345098216,Mpox: Experts identify bushmeat trade as key factor https://t.co/CtBIHkat2V,PremiumTimesng,Mon Nov 11 18:53:09 +0000 2024,safe uses verifiable information
1824114283833114760,"If mPox gets to the UK, it'll be OK because some scientists and politicians will be on TV saying that 'herd immunity' will deal with it, meaning that most people will get it, old and sick people will die (which is OK) and the rest will get it, not be v. ill, and become 'immune'.",MichaelRosenYes,Thu Aug 15 16:01:50 +0000 2024,safe reaction
1856041824122745342,I have noticed this as well-- have had about 2k followers drop off since last week. I will continue tweeting here on infectious diseases. #H5N1 #mpox #Marburg #Covid19,AbraarKaran,Mon Nov 11 18:30:29 +0000 2024,unrelated
1823776700515090722,"BREAKING: Mpox is now a global emergency, the World Health Organization says, with cases in 13 countries and a new form of the virus spreading. https://t.co/YGhHm29BZE",AP,Wed Aug 14 17:40:24 +0000 2024,safe uses official information
1856535694627483928,"#THHealth | In the weekly Health Matters newsletter,
@ramyakannan writes about new guidelines for #diabetes treatment, #mpox research, making healthcare systems workable and safe, RNA editing, and more.
https://t.co/0KHEolRrX3",the_hindu,Wed Nov 13 03:12:57 +0000 2024,safe uses official information
1824327819356430390,"The Mpox scam is boiling nicely.

There is no Kenyan who has been found with this fictitious viral disease.

— Next will be vaccine mandates.

WHO is a crooked and criminal commercial entity hoarding the health of Afrikans in the global market.",amerix,Fri Aug 16 06:10:21 +0000 2024,"harmful false claims, vaccine fear mongering"
1856717379264245852,"The Africa Centres for Disease Control and Prevention has approved the first locally-made diagnostic test for mpox, as the agency aims to stem outbreaks of the lethal disease on the continent https://t.co/IZtWxL1L6S",BW,Wed Nov 13 15:14:54 +0000 2024,safe uses official information
1856651493434360309,"What might an mpox rash look like? 

Rashes are one of the most common #mpox symptoms. 

It can look like blisters or sores and may last for 2 to 4 weeks, ranging from a few skin lesions to hundreds or more.

🎓 Learn more about mpox: https://t.co/FfHnwq6qVl https://t.co/S03t064iqP",WHO_Europe,Wed Nov 13 10:53:05 +0000 2024,safe uses official information
1856044892528459905,"Mpox cases in the region of Congo where a new and more infectious strain was first detected appear to be ""plateauing,"" the World Health Organization says. 

READ MORE: https://t.co/VqpfyKn0JO
https://t.co/VqpfyKn0JO",globalnews,Mon Nov 11 18:42:40 +0000 2024,safe uses official information
1856812071305752889,"France - ""In total, 203 cases of #MPOX have been reported to Public Health France since January 1, 2024, including 8 in the last 14 days. Only clade II Monkeypox viruses were detected.."" https://t.co/zlXdZiuZ2V h/t Pathfinder",FluTrackers,Wed Nov 13 21:31:10 +0000 2024,safe uses verifiable information
1856728977768935499,"The Africa Centres for Disease Control and Prevention has approved the first locally-made diagnostic test for mpox, as the agency aims to stem outbreaks of the lethal disease on the continent https://t.co/WCZkq9THYg",business,Wed Nov 13 16:00:59 +0000 2024,safe uses official information
1856073067992363388,$VRAX starter 2.28 incase they come for Monkeypox stocks like $GOVX today!,Maximus_Holla,Mon Nov 11 20:34:38 +0000 2024,unrelated
1824181695676871120,"BREAKING: The WHO has warned that more cases of mpox is likely in Europe the coming days.

Yesterday they declared a ""global health emergency"".

Are you falling for this again?",PeterSweden7,Thu Aug 15 20:29:42 +0000 2024,potentially misleading questions authenticity of news
1856354976999846200,"What stopped the monkeypox epidemics from becoming pandemic? 

#SeriousQuestion
#Mpox",Kenneth33071904,Tue Nov 12 15:14:50 +0000 2024,safe reaction
1856570221831635027,Mpox vaccination shortage delays Kinshasa's drive against outbreak https://t.co/iZZgKAzrsI https://t.co/S0qO7N2HEv,ReutersAfrica,Wed Nov 13 05:30:08 +0000 2024,safe uses official information
1855867286906957963,"Attention, everyone! I have Monkeypox. I have joined the Monkey Part Of X",slurplebrained,Mon Nov 11 06:56:56 +0000 2024,safe satire
1829760245943374072,"Western countries refusing to send mpox vaccines to Africa is like declining to help put out a fire headed for your street. 

A scourge of populism is the denial that we live in an interconnected world!",guyverhofstadt,Sat Aug 31 05:56:52 +0000 2024,harmful false claims
1856718631234834873,"The Africa Centres for Disease Control and Prevention has approved the first locally-made diagnostic test for mpox, as the agency aims to stem outbreaks of the lethal disease on the continent https://t.co/QU8f2nCBcu",BloombergAfrica,Wed Nov 13 15:19:52 +0000 2024,safe uses official information
1856817181503185255,"Mpox Outbreaks and Preparedness: Key Takeaways for Infection Prevention Teams: ‘Full PPE is recommended whenever working with a suspected mpox case, with full airborne contact and droplet precaution conditions,…’ #InfectionControl
Source: @ICT_magazine 
https://t.co/A2UJ5U2o0u",JoePajak,Wed Nov 13 21:51:28 +0000 2024,safe uses official information
1856570212323401790,Mpox vaccination shortage delays Kinshasa's drive against outbreak https://t.co/xVzOC6pFLX https://t.co/53rx8EekSU,ReutersWorld,Wed Nov 13 05:30:06 +0000 2024,safe uses official information
1856411148486054023,"VIDEO: @MinofHealthUG is stepping up its response to the Mpox outbreak with new trans-border infection controls aimed at curbing the spread of the virus from neighboring countries.

@MugenyiHenry_

#NBSLiveAt9 #NBSUpdates https://t.co/gAU9gtkEX3",nbstv,Tue Nov 12 18:58:02 +0000 2024,safe uses official information
1855988337275789625,"Read the remarkable story of Vainqueur, a 3-year-old boy who beat #mpox after 10 days of treatment at the Goma General Referral Hospital in the #DRC 🇨🇩.

https://t.co/IMZcMDO7sG",WHOAFRO,Mon Nov 11 14:57:56 +0000 2024,safe uses official information
1823805525865455632,Prediction: There will be a monkeypox outbreak in the US a week after the DNC.,stillgray,Wed Aug 14 19:34:56 +0000 2024,safe satire
1855981004441170232,"WHO to Convene Emergency Meeting on Mpox on Nov. 22
https://t.co/uRUXhmdYNQ",equitylist,Mon Nov 11 14:28:48 +0000 2024,safe uses verifiable information
1856022844112851011,"The World Health Organization will convene a meeting of its Emergency Committee next week to determine whether mpox remains a global health crisis, it said in a statement on Monday. https://t.co/ruHLzXGTAT https://t.co/ruHLzXGTAT",Reuters_Health,Mon Nov 11 17:15:03 +0000 2024,safe uses official information
1855975102564737278,WHO says mpox cases in Congo's epicenter where the new variant was detected may be 'plateauing' https://t.co/yZaJXIgoBA,AP,Mon Nov 11 14:05:21 +0000 2024,safe uses official information
1856602917026849143,Mpox vaccination shortage delays Kinshasa's drive against outbreak https://t.co/tnEPJrX4KD https://t.co/OWFhkv7s0C,Reuters,Wed Nov 13 07:40:04 +0000 2024,safe uses official information
1856812745049407642,Which religious figure is Matt Gaetz?,podiatristdon,Wed Nov 13 21:33:50 +0000 2024,unrelated
1855681618641367212,"As of today, Uganda has reported a total of 370 confirmed cases of Mpox across 35 districts. 

The outbreak, which is suspected to have originated from DRC, has led to increased monitoring, especially in border areas like Kasese.

@MugenyiHenry_

#NBSLiveAt9 #NBSUpdates https://t.co/wiukT9nVkn",nbstv,Sun Nov 10 18:39:09 +0000 2024,safe uses verifiable information
1856596623737917586,"Democratic Republic of Congo has been unable to launch an mpox vaccination campaign in the capital Kinshasa due to a shortage of doses, the country's response leader said, while cases countrywide continue to rise, especially among children https://t.co/EWYr1tgR9F",Reuters,Wed Nov 13 07:15:03 +0000 2024,safe uses official information
1824257268969517220,"BREAKING:  Monkeypox has now been detected in the wastewater of two different districts in California..

They're doing that one thing again.",akafacehots,Fri Aug 16 01:30:00 +0000 2024,potentially misleading missing info
1856409126265598018,"UK Reports Almost 400 Mpox Infections, 4 Clade 1b Cases",EpochTimes,Tue Nov 12 18:50:00 +0000 2024,safe uses verifiable information
1823806279745462615,The upcoming Straight Dudes For Harris meeting will be held virtually due to the monkeypox outbreak,EndWokeness,Wed Aug 14 19:37:56 +0000 2024,harmful false claims) (creator name
1856730410782191963,"The vaccination campaign for monkeypox (mpox) in Kinshasa in the Democratic Republic of the Congo has stalled due to a reported shortage of the required doses

https://t.co/nDw7PsAjEX",ThepostNew,Wed Nov 13 16:06:40 +0000 2024,safe uses verifiable information
1856765470281523528,DR Congo capital Kinshasa waits on more mpox vaccines https://t.co/kAAeI06Y4l,eNCA,Wed Nov 13 18:25:59 +0000 2024,safe uses verifiable information
1828586995758600557,Is this a tribute to monkeypox??,atensnut,Wed Aug 28 00:14:47 +0000 2024,unrelated
1856376468802269263,"Medics warn of sexual transmission risks Mpox cases rise in Mbarara City.

#NilePostNews 
 https://t.co/tkwBY9cD8L",nilepostnews,Tue Nov 12 16:40:14 +0000 2024,safe uses official information
1856796901347397659,lol this is the dumbest thing in the history of dumb things.,podiatristdon,Wed Nov 13 20:30:53 +0000 2024,unrelated
1856269668660437176,"🇨🇩 WHO says mpox cases in Congo’s epicenter where the new variant was detected may be ‘plateauing’

The World Health Organization said mpox cases in the region of Congo where a new and more infectious variant was first detected appear to be “plateauing,” even as the virus https://t.co/sDm9swDH0l",EmekaGift100,Tue Nov 12 09:35:51 +0000 2024,safe uses verifiable information
1856839294926663791,I’m just going to sit back and watch the dumpster fire and make fun of it the entire time.,podiatristdon,Wed Nov 13 23:19:20 +0000 2024,unrelated
1856807448721436840,lol imagine believing this,podiatristdon,Wed Nov 13 21:12:48 +0000 2024,unrelated
1823788255009288287,"ok but in all seriousness, if we ever do have to go through a lockdown again please actually take it seriously this time bc have y’all seen what monkeypox could do to you..",lidolmix,Wed Aug 14 18:26:18 +0000 2024,safe reaction
1824347498061705546,Pakistan reports three new cases of Mpox from people who arrived from the UAE after the disease was declared a public health emergency. https://t.co/nzNiFpcSTR,PopBase,Fri Aug 16 07:28:32 +0000 2024,safe uses verifiable information
1823775889890628078,BREAKING: The World Health Organization has declared the mpox outbreak in Africa a global health emergency,unusual_whales,Wed Aug 14 17:37:10 +0000 2024,safe uses verifiable information
1856696680784986449,"The #mpox virus doesn’t discriminate - anyone exposed can be infected, but children, pregnant women, &amp; immunocompromised individuals face higher risks of adverse outcomes.
Know the signs - fever, rash, swollen lymph nodes - and seek medical help early. https://t.co/4ijZyH0YKT",WHORwanda,Wed Nov 13 13:52:39 +0000 2024,safe uses official information
1855894802400711138,"Noticing a troubling trend in Kenya: recurring yearly epidemics like cholera,malaria, measles dengue, alongside emerging threats like Mpox , COVID-19 and looming threat of Marburg.Our geographic position and proximity to neighboring outbreak zones is  continuously heightening",mbiti_mwondi,Mon Nov 11 08:46:16 +0000 2024,safe reaction
1856824896577523956,MPOX in the Philippines. About 1 case every 3 days. It slowed down from 1 case every 2 days.,theskinsensei,Wed Nov 13 22:22:08 +0000 2024,safe uses verifiable information
1856498906919805072,I would like to be the monkeypox coordinator. Is that position still available?,based_seattle,Wed Nov 13 00:46:46 +0000 2024,safe satire
1856668497641636049,"The latest updates from West and Central Africa: 
🇨🇫 Fire at a displacement site in the Central African Republic 
🇨🇩 Displacement due to floods in DR Congo
🇨🇲 Landslides in Cameroon
🇨🇩 Mpox in DR Congo

Read more👇
EN https://t.co/emULZWi1rt
FR https://t.co/xG91CkblDf https://t.co/Oa42dg3caY",OCHAROWCA,Wed Nov 13 12:00:39 +0000 2024,safe uses official information
1856444079195955693,The Trump administration has been sabotaged by Long Monkeypox on the internet,damintoell,Tue Nov 12 21:08:54 +0000 2024,unrelated
1854947379427913862,"Three new Mpox cases confirmed in Kenya, national tally rises to 17 https://t.co/ZZizrheSor",MOH_Kenya,Fri Nov 08 18:01:33 +0000 2024,safe uses verifiable information
1855080220132254010,"Great to see this trial for #Brincidofovir for #mpox in #DRC. 

Will be interesting to see what the endpoints to the study are and how well it’s tolerated since it can cause GI symptoms and elevated LFTs.",KrutikaKuppalli,Sat Nov 09 02:49:24 +0000 2024,safe uses verifiable information
1856517377954918479,"#WHO to convene #emergency meeting on #mpox ... 

| #monkeypox | #virus | #infections | #health | Via @Reuters 

https://t.co/W0YCkxlIah",MicrobesInfo,Wed Nov 13 02:00:09 +0000 2024,safe uses official information
1855571668342538683,"Mpox: WHO, Africa CDC develop vaccination plan for Africa https://t.co/5L8MCChM7O",PremiumTimesng,Sun Nov 10 11:22:15 +0000 2024,safe uses official information
1856745729290534983,"The #Africa Centres for Disease Control and Prevention (Africa #CDC) on Wednesday recommended that African countries use the #Morocco-made “UM6P-MAScIR MPOX qPCR 1.0” test for the detection of #monkeypox.

In a statement, the center stated that “this test has been officially https://t.co/L3cI65OwZq",HespressEnglish,Wed Nov 13 17:07:33 +0000 2024,safe uses verifiable information
1856794161485131795,"IOM gives Uganda personal protective equipment to fight Monkeypox

#NTVNews  https://t.co/VU19PHcnaf",ntvuganda,Wed Nov 13 20:20:00 +0000 2024,safe uses official information
1855646336487444900,"Kenya’s health officials have urged the public to stay vigilant after confirming three new mpox cases, ending a month-long hiatus without reported infections.

https://t.co/IVxsVSyh4u",NewsCentralTV,Sun Nov 10 16:18:57 +0000 2024,safe uses official information
1856624645195149387,Cases of new mpox strain more than double among children in DR Congo and Burundi https://t.co/2jPj5aPBRi,africanews,Wed Nov 13 09:06:24 +0000 2024,safe uses official information
1856228024070336871,"More than 1,800 laboratory-confirmed cases of mpox were reported in Africa from October 20 to November 3. The Democratic Republic of Congo experienced the largest increase in cases and deaths during this period, the WHO reported:
https://t.co/ZheAezcXKw https://t.co/4RDrxceSv9",tassagency_en,Tue Nov 12 06:50:22 +0000 2024,safe uses verifiable information
1856100316128649427,"The World Health Organization said mpox cases in the region of Congo where a new and more infectious variant was first detected appear to be ""plateauing,"" even as the virus continues to increase in other regions of the country, as well as in Burundi... https://t.co/WlKSo5HqPv",WashTimes,Mon Nov 11 22:22:54 +0000 2024,safe uses official information
1856693318446432619,"Luwero District is facing an Mpox outbreak with six confirmed cases, including a student, a pupil, and a businessman among others. 

@conslata_taaka

#NBSAt430 #NBSUpdates https://t.co/aFdJGlNKlv",nbstv,Wed Nov 13 13:39:17 +0000 2024,safe uses official information
1856763710850658485,"Kinshasa, the capital of the Democratic Republic of the Congo, needs more than double the mpox vaccines it currently has to immunize all the city's at-risk population, the virus response chief told AFP https://t.co/H8wWbLzkSt https://t.co/ac47Tcat2E",AFP,Wed Nov 13 18:19:00 +0000 2024,safe uses official information
1856484566825087269,"If Ron DeSantis doesn't pick Long Monkeypox @podiatristdon as the replacement for Marco Rubio's vacant Senate seat, I can no longer support him 😂",Unfilteredboss1,Tue Nov 12 23:49:47 +0000 2024,unrelated
1856280809893749222,"Uganda: Confirmed monkeypox (mpox) cases reported in multiple areas, especially Kampala, in November /update 4

#Uganda

Read more here:
https://t.co/iFddGZID93",GardaWorldC24,Tue Nov 12 10:20:07 +0000 2024,safe uses official information
1855790894407922127,"The World Health Organisation and the Africa Centre for Disease Control and Prevention experts have decided to provide guidance for the development of targeted Mpox vaccine preparedness and deployment plans, to ensure available doses are used efficiently.

https://t.co/e7BPeRMKoq",MobilePunch,Mon Nov 11 01:53:22 +0000 2024,safe uses official information
1856749449604690304,"Why did Don Lemon leave 𝕏? He was allergic to free speech; every time he read an unfiltered opinion, he'd break out in a rash of outrage! Or maybe it was the monkeypox.",Johnmcurtis,Wed Nov 13 17:22:20 +0000 2024,safe satire
1856575021314982205,"The Democratic Republic of Congo has been unable to launch an mpox vaccination campaign in the capital Kinshasa due to a shortage of doses, the country’s response leader said, while cases countrywide continue to rise, especially among children.
https://t.co/8GvpOoFaep",SABCNews,Wed Nov 13 05:49:13 +0000 2024,safe uses official information
1838911332403265916,BREAKING: NYC’s Covid Orgy Kingpin Reveals He Was Hired by Pharmaceutical Company @SigaTech to Help Sell Monkeypox Drug ‘TPOXX’; Details Media “Spin” Scheme To Ensure Investors Don’t “Dump” Company’s “Worthless” Stock; Says Disease Primarily Impacting Gay Community is Not a https://t.co/TJpzVHAlRn,scrowder,Wed Sep 25 12:00:01 +0000 2024,"harmful anti lgbtq+ fear mongering, false claims) (creator name, pharma conspiracy fear mongering"
